,Unnamed: 0_old,teamid_old,playerid,jerseynumber_old,position_old,teamname_old,leagueid_old,artificialkey_old,leaguename_old,firstname_old,surname_old,commonname_old,fullname_old,Unnamed: 0_new,teamid_new,jerseynumber_new,position_new,teamname_new,leagueid_new,artificialkey_new,leaguename_new,firstname_new,surname_new,commonname_new,fullname_new
13433,19940,110929,275054.0,24.0,28.0,São Bernardo,351,730,Brasileirão Série C,João Carlos,de Castro Ferreira,João Carlos,João Carlos de Castro Ferreira,,,,,,,,,,,,
13434,19941,110929,278473.0,97.0,29.0,São Bernardo,351,730,Brasileirão Série C,Breno,de Almeida Mello Santana,Breno,Breno de Almeida Mello Santana,,,,,,,,,,,,
13435,19942,110929,265824.0,93.0,28.0,São Bernardo,351,730,Brasileirão Série C,Matheus,Carneiro,Matheus,Matheus Carneiro,,,,,,,,,,,,
13436,19943,110929,267563.0,11.0,24.0,São Bernardo,351,730,Brasileirão Série C,Guilherme Queiróz,Gonçalves,Guilherme Queiróz,Guilherme Queiróz Gonçalves,,,,,,,,,,,,
13437,19944,110929,228649.0,12.0,28.0,São Bernardo,351,730,Brasileirão Série C,Adenilson,Cordeiro dos Santos Junior,Adenilson,Adenilson Cordeiro dos Santos Junior,,,,,,,,,,,,
13439,19946,110929,65012.0,10.0,13.0,São Bernardo,351,730,Brasileirão Série C,Victor Hugo,Machado Maia Mesquita,Vitinho,Victor Hugo Machado Maia Mesquita,,,,,,,,,,,,
13440,19947,110929,4748.0,6.0,7.0,São Bernardo,351,730,Brasileirão Série C,Arthur Henrique,Santos,Arthur Henrique,Arthur Henrique Santos,,,,,,,,,,,,
13441,19948,110929,272256.0,18.0,29.0,São Bernardo,351,730,Brasileirão Série C,Kauã,Tenorio,Kauã,Kauã Tenorio,,,,,,,,,,,,
13442,19949,110930,4852.0,96.0,28.0,Tuna Luso,83,545,Brasileirão Série D,Talisson ,Jorge ,Talisson ,Talisson  Jorge ,,,,,,,,,,,,
13443,19950,110930,4853.0,99.0,28.0,Tuna Luso,83,545,Brasileirão Série D,Valderlei ,Araújo,Araújo,Valderlei  Araújo,,,,,,,,,,,,
13444,19951,110930,4854.0,32.0,28.0,Tuna Luso,83,545,Brasileirão Série D,Paulo,Rangel,Paulo Rangel,Paulo Rangel,,,,,,,,,,,,
13445,19952,110930,4855.0,20.0,25.0,Tuna Luso,83,545,Brasileirão Série D,Breno,Felipe ,Breno,Breno Felipe ,,,,,,,,,,,,
13446,19953,110930,4856.0,9.0,6.0,Tuna Luso,83,545,Brasileirão Série D,Fidelis,de Paulo,Fidelis,Fidelis de Paulo,,,,,,,,,,,,
13447,19954,110930,4857.0,26.0,27.0,Tuna Luso,83,545,Brasileirão Série D,Camilo,da Costa,Camilo,Camilo da Costa,,,,,,,,,,,,
13448,19955,110930,4858.0,8.0,28.0,Tuna Luso,83,545,Brasileirão Série D,Dutra,dos Santos,Dutra Paraíba,Dutra dos Santos,,,,,,,,,,,,
13449,19956,110930,4859.0,22.0,28.0,Tuna Luso,83,545,Brasileirão Série D,Kauê,Sousa ,Kauê,Kauê Sousa ,,,,,,,,,,,,
13450,19957,110930,4861.0,19.0,18.0,Tuna Luso,83,545,Brasileirão Série D,Alexandre,Santana,Alexandre Santana,Alexandre Santana,,,,,,,,,,,,
13451,19958,110930,4862.0,6.0,28.0,Tuna Luso,83,545,Brasileirão Série D,Alysson,Barros,Alysson Barros,Alysson Barros,,,,,,,,,,,,
13452,19959,110930,4863.0,17.0,28.0,Tuna Luso,83,545,Brasileirão Série D,Edinaldo,Malcher ,Edinaldo,Edinaldo Malcher ,,,,,,,,,,,,
13453,19960,110930,56833.0,4.0,13.0,Tuna Luso,83,545,Brasileirão Série D,Lucas,Santos Lima,Lucão,Lucas Santos Lima,,,,,,,,,,,,
13454,19961,110930,191026.0,16.0,15.0,Tuna Luso,83,545,Brasileirão Série D,Kaique,Silva,Kaique,Kaique Silva,,,,,,,,,,,,
13456,19963,110930,212771.0,23.0,3.0,Tuna Luso,83,545,Brasileirão Série D,Rodolfo,Almeida Guimarães,Rodolfo Almeida,Rodolfo Almeida Guimarães,,,,,,,,,,,,
13457,19964,110930,271261.0,36.0,23.0,Tuna Luso,83,545,Brasileirão Série D,Miguel Damasceno,Damasceno,Miguel D.,Miguel Damasceno Damasceno,,,,,,,,,,,,
13458,19965,110930,275462.0,31.0,4.0,Tuna Luso,83,545,Brasileirão Série D,Luan Henrique,Silva de Almeida,Luan Henrique,Luan Henrique Silva de Almeida,,,,,,,,,,,,
13459,19966,110930,190749.0,33.0,0.0,Tuna Luso,83,545,Brasileirão Série D,Alexandre,dos Santos Saldanha,Xandao,Alexandre dos Santos Saldanha,,,,,,,,,,,,
13461,19968,110955,175589.0,6.0,4.0,Shanghai Shenhua,2012,817,CSL,Xiaoting,Feng,Feng Xiaoting,Xiaoting Feng,,,,,,,,,,,,
13462,19969,110955,182043.0,19.0,28.0,Shanghai Shenhua,2012,817,CSL,Cheng,Zeng,Zeng Cheng,Cheng Zeng,,,,,,,,,,,,
13463,19970,110955,182094.0,26.0,28.0,Shanghai Shenhua,2012,817,CSL,Sheng,Qin,Qin Sheng,Sheng Qin,,,,,,,,,,,,
13464,19971,110955,182411.0,11.0,28.0,Shanghai Shenhua,2012,817,CSL,Hanchao,Yu,Yu Hanchao,Hanchao Yu,,,,,,,,,,,,
13465,19972,110955,182427.0,15.0,28.0,Shanghai Shenhua,2012,817,CSL,Xu,Yang,Yang Xu,Xu Yang,,,,,,,,,,,,
13466,19973,110955,182464.0,13.0,12.0,Shanghai Shenhua,2012,817,CSL,Mingjian,Zhao,Zhao Mingjian,Mingjian Zhao,,,,,,,,,,,,
13467,19974,110955,186488.0,27.0,0.0,Shanghai Shenhua,2012,817,CSL,Shuai,Li,Li Shuai,Shuai Li,,,,,,,,,,,,
13468,19975,110955,193713.0,7.0,28.0,Shanghai Shenhua,2012,817,CSL,Jiegei,Qian,Qian Jiegei,Jiegei Qian,,,,,,,,,,,,
13469,19976,110955,217153.0,12.0,13.0,Shanghai Shenhua,2012,817,CSL,Xi,Wu,Wu Xi,Xi Wu,,,,,,,,,,,,
13470,19977,110955,217160.0,25.0,28.0,Shanghai Shenhua,2012,817,CSL,Xinli,Peng,Peng Xinli,Xinli Peng,,,,,,,,,,,,
13471,19978,110955,222183.0,2.0,3.0,Shanghai Shenhua,2012,817,CSL,Aidi,Fulangxisi,Aidi Fulangxisi,Aidi Fulangxisi,,,,,,,,,,,,
13472,19979,110955,222197.0,23.0,29.0,Shanghai Shenhua,2012,817,CSL,Jiajun,Bai,Bai Jiajun,Jiajun Bai,,,,,,,,,,,,
13473,19980,110955,222204.0,28.0,16.0,Shanghai Shenhua,2012,817,CSL,Yunding,Cao,Cao Yunding,Yunding Cao,,,,,,,,,,,,
13474,19981,110955,222282.0,21.0,28.0,Shanghai Shenhua,2012,817,CSL,Baojie,Zhu,Zhu Baojie,Baojie Zhu,,,,,,,,,,,,
13475,19982,110955,222294.0,37.0,29.0,Shanghai Shenhua,2012,817,CSL,Shilin,Sun,Sun Shilin,Shilin Sun,,,,,,,,,,,,
13476,19983,110955,224055.0,16.0,29.0,Shanghai Shenhua,2012,817,CSL,Yunqiu,Li,Li Yunqiu,Yunqiu Li,,,,,,,,,,,,
13477,19984,110955,224677.0,3.0,24.0,Shanghai Shenhua,2012,817,CSL,Jinhao,Bi,Bi Jinhao,Jinhao Bi,,,,,,,,,,,,
13478,19985,110955,224731.0,8.0,28.0,Shanghai Shenhua,2012,817,CSL,Lu,Zhang,Zhang Lu,Lu Zhang,,,,,,,,,,,,
13480,19987,110955,231138.0,17.0,26.0,Shanghai Shenhua,2012,817,CSL,Christian,Bassogog,,Christian Bassogog,,,,,,,,,,,,
13481,19988,110955,236370.0,14.0,28.0,Shanghai Shenhua,2012,817,CSL,Lonsana,Doumbouya,,Lonsana Doumbouya,,,,,,,,,,,,
13482,19989,110955,240393.0,38.0,7.0,Shanghai Shenhua,2012,817,CSL,Jiabao,Wen,Wen Jiabao,Jiabao Wen,,,,,,,,,,,,
13483,19990,110955,245041.0,5.0,28.0,Shanghai Shenhua,2012,817,CSL,Chenjie,Zhu,Zhu Chenjie,Chenjie Zhu,,,,,,,,,,,,
13484,19991,110955,250978.0,4.0,29.0,Shanghai Shenhua,2012,817,CSL,Zhen,Ma,Ma Zhen,Zhen Ma,,,,,,,,,,,,
13485,19992,110955,251110.0,33.0,29.0,Shanghai Shenhua,2012,817,CSL,Haijian,Wang,Wang Haijian,Haijian Wang,,,,,,,,,,,,
13486,19993,110955,261930.0,35.0,29.0,Shanghai Shenhua,2012,817,CSL,Yue,Zhu,Zhu Yue,Yue Zhu,,,,,,,,,,,,
13487,19994,110955,227969.0,18.0,28.0,Shanghai Shenhua,2012,817,CSL,Shi,Zhao,Zhao Shi,Shi Zhao,,,,,,,,,,,,
13488,19995,110955,194947.0,1.0,28.0,Shanghai Shenhua,2012,817,CSL,Jagoš,Vuković,,Jagoš Vuković,,,,,,,,,,,,
13489,19996,110968,198474.0,20.0,4.0,Bolívar,76,443,Resto do Mundo,Alberto,Guitián Ceballos,Guitián,Alberto Guitián Ceballos,,,,,,,,,,,,
13490,19997,110968,202530.0,10.0,28.0,Bolívar,76,443,Resto do Mundo,Álvaro,Rey Vázquez,Álvaro Rey,Álvaro Rey Vázquez,,,,,,,,,,,,
13491,19998,110968,216751.0,8.0,3.0,Bolívar,76,443,Resto do Mundo,Diego,Bejarano,,Diego Bejarano,,,,,,,,,,,,
13492,19999,110968,223682.0,6.0,15.0,Bolívar,76,443,Resto do Mundo,Alejandro,Granell Nogué,Granell,Alejandro Granell Nogué,,,,,,,,,,,,
13493,20000,110968,231301.0,26.0,14.0,Bolívar,76,443,Resto do Mundo,Erwin,Saavedra,,Erwin Saavedra,,,,,,,,,,,,
13494,20001,110968,231575.0,14.0,28.0,Bolívar,76,443,Resto do Mundo,Leonardo,Vaca,,Leonardo Vaca,,,,,,,,,,,,
13495,20002,110968,241131.0,23.0,12.0,Bolívar,76,443,Resto do Mundo,Leonel,Justiniano,,Leonel Justiniano,,,,,,,,,,,,
13498,20005,110968,251498.0,1.0,0.0,Bolívar,76,443,Resto do Mundo,Javier,Rojas,,Javier Rojas,,,,,,,,,,,,
13499,20006,110968,254065.0,29.0,28.0,Bolívar,76,443,Resto do Mundo,César,Menacho,,César Menacho,,,,,,,,,,,,
13502,20009,110968,256022.0,7.0,25.0,Bolívar,76,443,Resto do Mundo,Víctor,Ábrego,,Víctor Ábrego,,,,,,,,,,,,
13505,20012,110968,258203.0,19.0,28.0,Bolívar,76,443,Resto do Mundo,Luis Ángel,Flores,,Luis Ángel Flores,,,,,,,,,,,,
13508,20015,110968,264537.0,30.0,29.0,Bolívar,76,443,Resto do Mundo,Miguel Angel,Villarroel,,Miguel Angel Villarroel,,,,,,,,,,,,
13509,20016,110968,264538.0,31.0,28.0,Bolívar,76,443,Resto do Mundo,Eduardo,Álvarez,,Eduardo Álvarez,,,,,,,,,,,,
13510,20017,110968,255798.0,2.0,28.0,Bolívar,76,443,Resto do Mundo,Jesús,Sagredo,,Jesús Sagredo,,,,,,,,,,,,
13513,20020,110968,265893.0,11.0,28.0,Bolívar,76,443,Resto do Mundo,Bruno Sávio,da Silva,Bruno Sávio,Bruno Sávio da Silva,,,,,,,,,,,,
13515,20022,110969,248862.0,4.0,29.0,The Strongest,1003,764,Libertadores,Juan José,Orellana,,Juan José Orellana,,,,,,,,,,,,
13516,20023,110969,198328.0,44.0,4.0,The Strongest,1003,764,Libertadores,David,Mateos Ramajo,David Mateos,David Mateos Ramajo,,,,,,,,,,,,
13517,20024,110969,212764.0,12.0,26.0,The Strongest,1003,764,Libertadores,Rafael,Lima Pereira,Rafinha,Rafael Lima Pereira,,,,,,,,,,,,
13518,20025,110969,214567.0,18.0,24.0,The Strongest,1003,764,Libertadores,Jair,Reinoso,,Jair Reinoso,,,,,,,,,,,,
13519,20026,110969,220544.0,30.0,28.0,The Strongest,1003,764,Libertadores,Jaime,Arrascaita,,Jaime Arrascaita,,,,,,,,,,,,
13520,20027,110969,225708.0,10.0,13.0,The Strongest,1003,764,Libertadores,Raúl,Castro,,Raúl Castro,,,,,,,,,,,,
13521,20028,110969,231299.0,5.0,5.0,The Strongest,1003,764,Libertadores,Luís Fernando,Martelli Dias,Marteli,Luís Fernando Martelli Dias,,,,,,,,,,,,
13522,20029,110969,236241.0,13.0,0.0,The Strongest,1003,764,Libertadores,Guillermo,Viscarra,,Guillermo Viscarra,,,,,,,,,,,,
13523,20030,110969,236242.0,14.0,15.0,The Strongest,1003,764,Libertadores,Diego,Wayar,,Diego Wayar,,,,,,,,,,,,
13524,20031,110969,236744.0,21.0,28.0,The Strongest,1003,764,Libertadores,Matheo,Zoch,,Matheo Zoch,,,,,,,,,,,,
13525,20032,110969,238375.0,8.0,8.0,The Strongest,1003,764,Libertadores,José,Sagredo,,José Sagredo,,,,,,,,,,,,
13526,20033,110969,247883.0,7.0,2.0,The Strongest,1003,764,Libertadores,Saúl,Torres,,Saúl Torres,,,,,,,,,,,,
13528,20035,110969,253612.0,6.0,14.0,The Strongest,1003,764,Libertadores,Richet,Gómez,,Richet Gómez,,,,,,,,,,,,
13529,20036,110969,253656.0,26.0,28.0,The Strongest,1003,764,Libertadores,Gabriel,Sotomayor,,Gabriel Sotomayor,,,,,,,,,,,,
13530,20037,110969,253807.0,22.0,6.0,The Strongest,1003,764,Libertadores,Gonzalo,Castillo,,Gonzalo Castillo,,,,,,,,,,,,
13532,20039,110969,259622.0,1.0,28.0,The Strongest,1003,764,Libertadores,Hugo,Landivar,,Hugo Landivar,,,,,,,,,,,,
13533,20040,110969,264566.0,24.0,28.0,The Strongest,1003,764,Libertadores,,,,,,,,,,,,,,,,
13534,20041,110969,264567.0,40.0,28.0,The Strongest,1003,764,Libertadores,Cristhian,Abastoflor,,Cristhian Abastoflor,,,,,,,,,,,,
13591,20098,110975,207935.0,1.0,0.0,Uni. Católica,1003,765,Libertadores,Matías,Dituro,,Matías Dituro,,,,,,,,,,,,
13593,20100,110975,218747.0,21.0,15.0,Uni. Católica,1003,765,Libertadores,César,,,,,,,,,,,,,,,
13594,20101,110975,219451.0,26.0,29.0,Uni. Católica,1003,765,Libertadores,Nehuén,Paz,,Nehuén Paz,,,,,,,,,,,,
13602,20109,110975,215103.0,10.0,27.0,Uni. Católica,1003,765,Libertadores,Édson,Puch,,Édson Puch,,,,,,,,,,,,
13603,20110,110975,219091.0,14.0,29.0,Uni. Católica,1003,765,Libertadores,Juan,Fuentes,,Juan Fuentes,,,,,,,,,,,,
13611,20118,110975,245847.0,4.0,29.0,Uni. Católica,1003,765,Libertadores,Carlos,Salomón,,Carlos Salomón,,,,,,,,,,,,
13613,20120,110975,256529.0,28.0,28.0,Uni. Católica,1003,765,Libertadores,Vicente,Bernedo,,Vicente Bernedo,,,,,,,,,,,,
13614,20121,110975,256531.0,29.0,29.0,Uni. Católica,1003,765,Libertadores,Kevin,Fernández,,Kevin Fernández,,,,,,,,,,,,
13649,20156,110978,266243.0,14.0,29.0,Cobresal,76,444,Resto do Mundo,Eduardo Brock,Brock,Eduardo Brock,Eduardo Brock Brock,,,,,,,,,,,,
13650,20157,110978,215042.0,15.0,29.0,Cobresal,76,444,Resto do Mundo,Gastón,Lezcano,,Gastón Lezcano,,,,,,,,,,,,
13651,20158,110978,211262.0,2.0,29.0,Cobresal,76,444,Resto do Mundo,Manuel,Vicentini,,Manuel Vicentini,,,,,,,,,,,,
13673,20180,110980,4847.0,99.0,25.0,Colo-Colo,1003,766,Libertadores,,,,,,,,,,,,,,,,
13702,20209,110981,170362.0,18.0,28.0,Barcelona SC,1014,786,Sul-Americana,Matías,Oyola,,Matías Oyola,,,,,,,,,,,,
13711,20218,110981,241992.0,13.0,16.0,Barcelona SC,1014,786,Sul-Americana,Gabriel,Cortéz,,Gabriel Cortéz,,,,,,,,,,,,
13718,20225,110981,256002.0,28.0,28.0,Barcelona SC,1014,786,Sul-Americana,Jean Carlos,Montaño,,Jean Carlos Montaño,,,,,,,,,,,,
13719,20226,110981,256004.0,22.0,28.0,Barcelona SC,1014,786,Sul-Americana,Álvaro,Preciado,,Álvaro Preciado,,,,,,,,,,,,
13725,20232,110984,256830.0,77.0,29.0,Emelec,1003,767,Libertadores,Johan,Mina,,Johan Mina,,,,,,,,,,,,
13728,20235,110984,182867.0,16.0,4.0,Emelec,1003,767,Libertadores,Oscar,Bagüí,,Oscar Bagüí,,,,,,,,,,,,
13735,20242,110984,235950.0,22.0,28.0,Emelec,1003,767,Libertadores,Facundo,Barceló,,Facundo Barceló,,,,,,,,,,,,
13736,20243,110984,236270.0,18.0,28.0,Emelec,1003,767,Libertadores,Jefferson,Orejuela,,Jefferson Orejuela,,,,,,,,,,,,
13742,20249,110984,254217.0,15.0,29.0,Emelec,1003,767,Libertadores,Bryan,Sánchez,,Bryan Sánchez,,,,,,,,,,,,
13747,20254,110984,255717.0,25.0,28.0,Emelec,1003,767,Libertadores,John,Mero,,John Mero,,,,,,,,,,,,
13750,20257,110984,255722.0,30.0,28.0,Emelec,1003,767,Libertadores,Silvano,Estacio,,Silvano Estacio,,,,,,,,,,,,
13751,20258,110984,255725.0,29.0,28.0,Emelec,1003,767,Libertadores,Jefferson,Vernaza,,Jefferson Vernaza,,,,,,,,,,,,
13752,20259,110984,262328.0,4.0,28.0,Emelec,1003,767,Libertadores,Davor,Montiel,,Davor Montiel,,,,,,,,,,,,
13755,20262,110984,253346.0,27.0,29.0,Emelec,1003,767,Libertadores,Roberto,Garcés,,Roberto Garcés,,,,,,,,,,,,
13756,20263,110984,254893.0,32.0,29.0,Emelec,1003,767,Libertadores,Segundo,Portocarrero,,Segundo Portocarrero,,,,,,,,,,,,
13761,20268,110986,226382.0,5.0,9.0,LDU Quito,1014,787,Sul-Americana,Lucas,Villarruel,,Lucas Villarruel,,,,,,,,,,,,
13768,20275,110986,254039.0,10.0,11.0,LDU Quito,1014,787,Sul-Americana,Jordy,Alcívar,,Jordy Alcívar,,,,,,,,,,,,
13774,20281,110986,259720.0,3.0,29.0,LDU Quito,1014,787,Sul-Americana,Edilson,Cabeza,,Edilson Cabeza,,,,,,,,,,,,
13776,20283,110986,262065.0,2.0,28.0,LDU Quito,1014,787,Sul-Americana,Frank,Ventura,,Frank Ventura,,,,,,,,,,,,
13777,20284,110986,262066.0,27.0,28.0,LDU Quito,1014,787,Sul-Americana,Jefferson,Troya,,Jefferson Troya,,,,,,,,,,,,
13782,20289,110987,214447.0,17.0,29.0,Aucas,1014,788,Sul-Americana,Sergio,López,,Sergio López,,,,,,,,,,,,
13783,20290,110987,153062.0,10.0,23.0,Aucas,1014,788,Sul-Americana,Víctor,Figueroa,,Víctor Figueroa,,,,,,,,,,,,
13784,20291,110987,222585.0,9.0,25.0,Aucas,1014,788,Sul-Americana,Francisco,Fydriszewski,,Francisco Fydriszewski,,,,,,,,,,,,
13785,20292,110987,223843.0,1.0,0.0,Aucas,1014,788,Sul-Americana,Damián,Frascarelli,,Damián Frascarelli,,,,,,,,,,,,
13786,20293,110987,231570.0,14.0,10.0,Aucas,1014,788,Sul-Americana,Steven,Tapiero,,Steven Tapiero,,,,,,,,,,,,
13787,20294,110987,239104.0,27.0,6.0,Aucas,1014,788,Sul-Americana,Ángelo,Pizzorno,,Ángelo Pizzorno,,,,,,,,,,,,
13788,20295,110987,246056.0,47.0,15.0,Aucas,1014,788,Sul-Americana,Edison,Vega,,Edison Vega,,,,,,,,,,,,
13789,20296,110987,253223.0,28.0,13.0,Aucas,1014,788,Sul-Americana,Jhonny,Quiñónez,,Jhonny Quiñónez,,,,,,,,,,,,
13790,20297,110987,254173.0,31.0,3.0,Aucas,1014,788,Sul-Americana,Richard,Mina,,Richard Mina,,,,,,,,,,,,
13791,20298,110987,254201.0,21.0,7.0,Aucas,1014,788,Sul-Americana,Carlos,Cuero,,Carlos Cuero,,,,,,,,,,,,
13792,20299,110987,255811.0,12.0,28.0,Aucas,1014,788,Sul-Americana,Bismar,Castro,,Bismar Castro,,,,,,,,,,,,
13793,20300,110987,255812.0,26.0,28.0,Aucas,1014,788,Sul-Americana,Johan,Lara,,Johan Lara,,,,,,,,,,,,
13794,20301,110987,255814.0,20.0,28.0,Aucas,1014,788,Sul-Americana,Juan,Briones,,Juan Briones,,,,,,,,,,,,
13795,20302,110987,255815.0,15.0,28.0,Aucas,1014,788,Sul-Americana,Marcos,Olmedo,,Marcos Olmedo,,,,,,,,,,,,
13796,20303,110987,255817.0,23.0,28.0,Aucas,1014,788,Sul-Americana,Eddy,Mejía,,Eddy Mejía,,,,,,,,,,,,
13797,20304,110987,259905.0,22.0,27.0,Aucas,1014,788,Sul-Americana,Luis,Cano,,Luis Cano,,,,,,,,,,,,
13798,20305,110987,260483.0,18.0,28.0,Aucas,1014,788,Sul-Americana,Gustavo,Nnachi,,Gustavo Nnachi,,,,,,,,,,,,
13799,20306,110987,261552.0,16.0,28.0,Aucas,1014,788,Sul-Americana,Ronald,Briones,,Ronald Briones,,,,,,,,,,,,
13800,20307,110987,261823.0,7.0,28.0,Aucas,1014,788,Sul-Americana,Franklin,Clavijo,,Franklin Clavijo,,,,,,,,,,,,
13801,20308,110987,262327.0,25.0,28.0,Aucas,1014,788,Sul-Americana,Jeremy,Batioja,,Jeremy Batioja,,,,,,,,,,,,
13802,20309,110987,264562.0,3.0,28.0,Aucas,1014,788,Sul-Americana,Jordan,,,,,,,,,,,,,,,
13803,20310,110987,225679.0,30.0,29.0,Aucas,1014,788,Sul-Americana,Luís,Cangá,Luís Cangá,Luís Cangá,,,,,,,,,,,,
13804,20311,110987,232517.0,24.0,29.0,Aucas,1014,788,Sul-Americana,Nicolás,Silva,,Nicolás Silva,,,,,,,,,,,,
13835,20342,110989,261504.0,5.0,28.0,Caracas F.C.,1003,768,Libertadores,Daniel,Rivillo,,Daniel Rivillo,,,,,,,,,,,,
13843,20350,110990,244995.0,17.0,6.0,Dep. Táchira,1003,769,Libertadores,Lucas,Trejo,,Lucas Trejo,,,,,,,,,,,,
13847,20354,110990,253774.0,27.0,16.0,Dep. Táchira,1003,769,Libertadores,Esli,García,,Esli García,,,,,,,,,,,,
13848,20355,110990,253775.0,8.0,28.0,Dep. Táchira,1003,769,Libertadores,David,Zalzman,,David Zalzman,,,,,,,,,,,,
13851,20358,110990,253814.0,5.0,28.0,Dep. Táchira,1003,769,Libertadores,Yeferson,Velasco,,Yeferson Velasco,,,,,,,,,,,,
13853,20360,110990,253920.0,9.0,26.0,Dep. Táchira,1003,769,Libertadores,Lucas,Gómez,,Lucas Gómez,,,,,,,,,,,,
13854,20361,110990,253921.0,19.0,28.0,Dep. Táchira,1003,769,Libertadores,Duglar,Angarita,,Duglar Angarita,,,,,,,,,,,,
13855,20362,110990,253922.0,21.0,24.0,Dep. Táchira,1003,769,Libertadores,Edgar,Pérez Greco,,Edgar Pérez Greco,,,,,,,,,,,,
13856,20363,110990,260045.0,2.0,4.0,Dep. Táchira,1003,769,Libertadores,Carlos,Vivas,,Carlos Vivas,,,,,,,,,,,,
13857,20364,110990,260048.0,3.0,28.0,Dep. Táchira,1003,769,Libertadores,Naicol,Contreras,,Naicol Contreras,,,,,,,,,,,,
13861,20368,110990,260622.0,11.0,28.0,Dep. Táchira,1003,769,Libertadores,Freddy,Góndola,,Freddy Góndola,,,,,,,,,,,,
13863,20370,110990,261972.0,25.0,29.0,Dep. Táchira,1003,769,Libertadores,Manuel,Sanhouse,,Manuel Sanhouse,,,,,,,,,,,,
13866,20373,110990,252996.0,29.0,29.0,Dep. Táchira,1003,769,Libertadores,Rafael,Arace,,Rafael Arace,,,,,,,,,,,,
13868,20375,110990,260332.0,30.0,29.0,Dep. Táchira,1003,769,Libertadores,Robert,Garcés,,Robert Garcés,,,,,,,,,,,,
13869,20376,110992,231090.0,11.0,7.0,Mineros,76,445,Resto do Mundo,Francisco,Carabalí,,Francisco Carabalí,,,,,,,,,,,,
13870,20377,110992,251771.0,1.0,0.0,Mineros,76,445,Resto do Mundo,Denilson,Ojeda,,Denilson Ojeda,,,,,,,,,,,,
13871,20378,110992,251772.0,12.0,28.0,Mineros,76,445,Resto do Mundo,Edgar,Pérez,,Edgar Pérez,,,,,,,,,,,,
13872,20379,110992,251774.0,6.0,3.0,Mineros,76,445,Resto do Mundo,Julio,Machado,,Julio Machado,,,,,,,,,,,,
13873,20380,110992,251918.0,13.0,4.0,Mineros,76,445,Resto do Mundo,Anthonys,Matos,,Anthonys Matos,,,,,,,,,,,,
13874,20381,110992,251919.0,2.0,28.0,Mineros,76,445,Resto do Mundo,Karim,,,,,,,,,,,,,,,
13875,20382,110992,251923.0,7.0,18.0,Mineros,76,445,Resto do Mundo,Argenis,Gómez,,Argenis Gómez,,,,,,,,,,,,
13876,20383,110992,252098.0,17.0,11.0,Mineros,76,445,Resto do Mundo,Ely,Valderrey,,Ely Valderrey,,,,,,,,,,,,
13877,20384,110992,253843.0,22.0,28.0,Mineros,76,445,Resto do Mundo,Héctor,Pérez,,Héctor Pérez,,,,,,,,,,,,
13878,20385,110992,260775.0,25.0,28.0,Mineros,76,445,Resto do Mundo,Andrés,Saavedra,,Andrés Saavedra,,,,,,,,,,,,
13879,20386,110992,261476.0,14.0,28.0,Mineros,76,445,Resto do Mundo,Danny,Hernández,,Danny Hernández,,,,,,,,,,,,
13880,20387,110992,261477.0,31.0,6.0,Mineros,76,445,Resto do Mundo,Jorbert,Trillo,,Jorbert Trillo,,,,,,,,,,,,
13881,20388,110992,261480.0,38.0,28.0,Mineros,76,445,Resto do Mundo,Emerson,Ruiz,,Emerson Ruiz,,,,,,,,,,,,
13882,20389,110992,261481.0,10.0,28.0,Mineros,76,445,Resto do Mundo,Pierangelo,Pagnano,,Pierangelo Pagnano,,,,,,,,,,,,
13883,20390,110992,261483.0,28.0,16.0,Mineros,76,445,Resto do Mundo,Gabriel,Vargas,,Gabriel Vargas,,,,,,,,,,,,
13884,20391,110992,261485.0,8.0,9.0,Mineros,76,445,Resto do Mundo,Anderson,Cardozo,,Anderson Cardozo,,,,,,,,,,,,
13885,20392,110992,261486.0,16.0,25.0,Mineros,76,445,Resto do Mundo,Pedro,Zaragoza,,Pedro Zaragoza,,,,,,,,,,,,
13886,20393,110992,261487.0,30.0,28.0,Mineros,76,445,Resto do Mundo,Victor,Navas,,Victor Navas,,,,,,,,,,,,
13887,20394,110992,261507.0,3.0,28.0,Mineros,76,445,Resto do Mundo,José,González,,José González,,,,,,,,,,,,
13888,20395,110992,261508.0,27.0,28.0,Mineros,76,445,Resto do Mundo,Alfredo,Mendoza,,Alfredo Mendoza,,,,,,,,,,,,
13889,20396,110992,261509.0,33.0,28.0,Mineros,76,445,Resto do Mundo,Ángel,Lezama,,Ángel Lezama,,,,,,,,,,,,
13890,20397,110992,261510.0,40.0,28.0,Mineros,76,445,Resto do Mundo,Brayan,Alcócer,,Brayan Alcócer,,,,,,,,,,,,
13891,20398,110992,264560.0,35.0,29.0,Mineros,76,445,Resto do Mundo,Andry,Vera,,Andry Vera,,,,,,,,,,,,
13892,20399,111001,4741.0,7.0,28.0,Wanderers,1014,789,Sul-Americana,,,,,,,,,,,,,,,,
13935,20442,111007,140222.0,3.0,6.0,12 de Octubre,76,447,Resto do Mundo,Paulo,Da Silva,,Paulo Da Silva,,,,,,,,,,,,
13936,20443,111007,165229.0,18.0,4.0,12 de Octubre,76,447,Resto do Mundo,Laurent,Koscielny,,Laurent Koscielny,,,,,,,,,,,,
13937,20444,111007,176376.0,1.0,29.0,12 de Octubre,76,447,Resto do Mundo,Ignacio,Piatti,,Ignacio Piatti,,,,,,,,,,,,
